Area Abbrv,Division,Department Name,Fund,Department,Acct Type,Account Name,CurrYrOrigSep,CurrYrOrigOct,CurrYrOrigNov,CurrYrOrigDec,CurrYrOrigJan,CurrYrOrigFeb,CurrYrOrigMar,CurrYrOrigApr,CurrYrOrigMay,CurrYrOrigJun,CurrYrOrigJul,CurrYrOrigAug,CurrYrAdjSep,CurrYrAdjOct,CurrYrAdjNov,CurrYrAdjDec,CurrYrAdjJan,CurrYrAdjFeb,CurrYrAdjMar,CurrYrAdjApr,CurrYrAdjMay,CurrYrAdjJun,CurrYrAdjJul,CurrYrAdjAug,CurrYrActualsSep,CurrYrActualsOct,CurrYrActualsNov,CurrYrActualsDec,CurrYrActualsJan,CurrYrActualsFeb,CurrYrActualsMar,CurrYrActualsApr,CurrYrActualsMay,CurrYrActualsJun,CurrYrActualsJul,CurrYrActualsAug,PrevYrActualsSep,PrevYrActualsOct,PrevYrActualsNov,PrevYrActualsDec,PrevYrActualsJan,PrevYrActualsFeb,PrevYrActualsMar,PrevYrActualsApr,PrevYrActualsMay,PrevYrActualsJun,PrevYrActualsJul,PrevYrActualsAug
VPAD,Director Business Operations,Business Operations,F10 - Operating,0500000003 - Business Operations,6,64 - Pool-PT Admin/Supp,"$11,344 ","$7,756 ","$7,756 ","$7,756 ","$7,756 ","$7,756 ","$7,756 ","$7,756 ","$7,756 ","$7,756 ","$7,756 ","$11,344 ","$11,382 ","$4,230 ","$4,395 ","$7,795 ","$7,793 ","$8,571 ","$8,599 ","$8,582 ","($50,903)","$8,592 ","$8,591 ","$12,223 ","$2,567 ","$2,709 ","$2,016 ","$1,006 ",$772 ,$0 ,$0 ,$0 ,$0 ,,,,"$1,681 ","$2,100 ","$2,228 ","$2,116 ","$2,669 ","$3,722 ","$3,474 ","$2,240 ","$1,863 ","$2,016 ","$1,859 ","$5,578 "
VPAD,Director Business Operations,Business Operations,F10 - Operating,0500000003 - Business Operations,6,65 - Staff Benefits,"$6,667 ","$6,560 ","$6,560 ","$6,560 ","$6,560 ","$6,560 ","$6,560 ","$6,560 ","$6,560 ","$6,560 ","$6,560 ","$6,668 ","$6,819 ","$6,713 ","$6,713 ","$6,713 ","$6,712 ","$7,665 ","$7,666 ","$7,666 ","$7,666 ","$7,666 ","$7,665 ","$7,794 ","$6,158 ","$7,555 ","$6,213 ","$6,385 ","$6,237 ","$6,681 ","$6,693 ","$7,033 ","$7,334 ",,,,"$6,795 ","$6,823 ","$6,824 ","$6,826 ","$6,867 ","$6,896 ","$6,986 ","$6,890 ","$6,861 ","$7,093 ","$7,470 ","$7,555 "
VPAD,Director Business Operations,Business Operations,F10 - Operating,0500000003 - Business Operations,6,66 - Pool-Other Employee Benefits,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$470 ,$470 ,$470 ,$470 ,$470 ,$470 ,$468 ,$394 ,$381 ,$380 ,$397 ,$499 ,$488 ,$451 ,$427 ,$472 ,,,,$352 ,$353 ,$353 ,$353 ,$434 ,$430 ,$404 ,$375 ,$370 ,$386 ,$412 ,$414 
VPAD,Director Business Operations,Business Operations,F10 - Operating,0500000003 - Business Operations,7,71 - Pool-Services,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$3,585 ","$3,415 ",$0 ,"($5,475)",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,525 ",$0 ,$0 ,$0 ,$0 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
VPAD,Director Business Operations,Business Operations,F10 - Operating,0500000003 - Business Operations,7,72 - Pool-Travel,$125 ,$125 ,$125 ,$125 ,$125 ,$125 ,$125 ,$125 ,$125 ,$125 ,$125 ,$375 ,$125 ,$125 ,$125 ,$125 ,$125 ,$125 ,$125 ,$125 ,$125 ,$125 ,$125 ,$375 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$16 
VPAD,Director Business Operations,Business Operations,F10 - Operating,0500000003 - Business Operations,7,73 - Pool-Other Oper,"$2,034 ",$252 ,$166 ,"$3,800 ",$0 ,$140 ,$148 ,$272 ,$336 ,$86 ,"$1,337 ","$10,082 ","$2,034 ",$252 ,$166 ,"$4,310 ",$0 ,$140 ,$148 ,$272 ,"($4,559)",$86 ,"$1,337 ","$14,977 ",$0 ,$0 ,$106 ,$82 ,$587 ,$492 ,$48 ,"$1,271 ",$176 ,,,,$0 ,$84 ,$0 ,$0 ,$34 ,$100 ,$0 ,$12 ,$0 ,$169 ,$567 ,$34 
VPAD,Director Business Operations,Business Operations,F10 - Operating,0500000003 - Business Operations,7,74 - Pool-Monthly Chgs,$333 ,$333 ,$333 ,$333 ,$333 ,$333 ,$333 ,$333 ,$333 ,$333 ,$333 ,$333 ,$333 ,$333 ,$333 ,$333 ,$333 ,$333 ,$333 ,$333 ,$333 ,$333 ,$333 ,$333 ,$25 ,$1 ,$0 ,$0 ,$59 ,$196 ,$24 ,$16 ,$422 ,,,,$0 ,$930 ,$197 ,$9 ,$0 ,$0 ,$0 ,$0 ,$0 ,$566 ,$13 ,$33 
VPAD,Director Business Operations,Print Services,F10 - Operating,0500000056 - Print Services,6,63 - Pool-FT Admin/Supp,"$3,589 ","$3,589 ","$3,589 ","$3,589 ","$3,589 ","$3,589 ","$3,589 ","$3,589 ","$3,589 ","$3,589 ","$3,589 ","$3,591 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,"$4,157 ","$1,775 ","$4,804 ","$4,157 ","$4,157 ","$4,157 ","$4,157 ",$0 ,"$1,995 ","$2,494 ","$2,494 ","$2,702 "
VPAD,Director Business Operations,Print Services,F10 - Operating,0500000056 - Print Services,6,65 - Staff Benefits,$556 ,$556 ,$556 ,$556 ,$556 ,$556 ,$556 ,$556 ,$556 ,$556 ,$556 ,$557 ,$556 ,$556 ,$556 ,$556 ,$556 ,($397),($397),($397),($397),($397),($397),($398),$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,$692 ,$330 ,$960 ,$693 ,$692 ,$691 ,$697 ,$0 ,"$1,037 ",$600 ,$599 ,$611 
VPAD,Director Business Operations,Print Services,F10 - Operating,0500000056 - Print Services,6,66 - Pool-Other Employee Benefits,$36 ,$36 ,$36 ,$36 ,$36 ,$36 ,$36 ,$36 ,$36 ,$36 ,$36 ,$36 ,$36 ,$36 ,$36 ,$36 ,$36 ,($26),($26),($26),($26),($26),($26),($24),$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,$42 ,$18 ,$48 ,$42 ,$50 ,$50 ,$43 ,$0 ,$20 ,$25 ,$25 ,$27 
VPAD,Director Business Operations,Print Services,F10 - Operating,0500000056 - Print Services,7,71 - Pool-Services,"$11,722 ","$11,722 ","$11,722 ","$11,722 ","$11,722 ","$11,722 ","$11,722 ","$11,722 ","$14,239 ","$11,722 ","$11,722 ","$11,725 ","$11,722 ","$11,722 ","$11,722 ","$11,722 ","($28,141)","$11,722 ","$11,722 ","$11,722 ","$3,272 ","$11,722 ","$11,722 ","$62,555 ","$2,040 ","$2,039 ","$9,804 ",$764 ,"$4,099 ","$2,040 ","$6,401 ","$14,835 ","$15,162 ",,,,$670 ,"$2,329 ","$3,472 ","$1,508 ","$10,880 ","$2,113 ","$19,631 ","$4,250 ",$754 ,"$7,734 ","$13,511 ","$14,910 "
VPAD,Director Business Operations,Print Services,F10 - Operating,0500000056 - Print Services,7,73 - Pool-Other Oper,"$10,000 ","$5,583 ",$0 ,"$5,690 ","$5,074 ",$0 ,$0 ,"$1,976 ","$5,361 ",$0 ,$142 ,$0 ,"$10,000 ","$5,583 ",$0 ,"$5,690 ","($21,273)",$0 ,$0 ,"$1,976 ","($1,976)",$0 ,$142 ,"$33,684 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,$0 ,$0 ,$155 ,$0 ,$0 ,$0 ,$0 ,$277 ,$0 ,$0 ,$0 ,$0 
VPAD,Director Business Operations,Print Services,F10 - Operating,0500000056 - Print Services,7,74 - Pool-Monthly Chgs,$0 ,"$2,349 ",$0 ,$0 ,"$2,369 ",$488 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,349 ",$0 ,$0 ,"$2,369 ",$488 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,$0 ,$835 ,$0 ,$0 ,$338 ,$0 ,$0 ,$105 ,$0 ,$0 ,$0 ,$0 
VPAD,Director Facilities,Custodial Services,F10 - Operating,0500000010 - Custodial Services,6,63 - Pool-FT Admin/Supp,"$46,468 ","$46,794 ","$46,468 ","$46,468 ","$46,468 ","$46,834 ","$46,468 ","$46,468 ","$46,468 ","$46,468 ","$46,468 ","$46,476 ","$43,781 ","$42,551 ","$44,583 ","$44,819 ","$39,254 ","$38,909 ","$41,650 ","$37,385 ","$40,966 ","$47,507 ","$47,507 ","$47,431 ","$43,646 ","$42,219 ","$44,577 ","$44,813 ","$39,248 ","$37,919 ","$37,222 ","$33,080 ","$37,902 ",,,,"$44,807 ","$44,165 ","$41,954 ","$43,634 ","$44,343 ","$44,083 ","$44,759 ","$43,781 ","$43,781 ","$41,793 ","$42,768 ","$41,895 "
VPAD,Director Facilities,Custodial Services,F10 - Operating,0500000010 - Custodial Services,6,64 - Pool-PT Admin/Supp,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$158 ,$200 ,$201 ,$170 ,$149 ,$160 ,$225 ,$164 ,$164 ,$82 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
VPAD,Director Facilities,Custodial Services,F10 - Operating,0500000010 - Custodial Services,6,65 - Staff Benefits,"$12,546 ","$12,634 ","$12,546 ","$12,546 ","$12,546 ","$12,645 ","$12,546 ","$12,546 ","$12,546 ","$12,546 ","$12,546 ","$12,548 ","$12,846 ","$12,936 ","$12,848 ","$12,847 ","$12,846 ","$12,946 ","$12,849 ","$12,847 ","$12,846 ","$12,844 ","$12,842 ","$12,763 ","$16,381 ","$15,510 ","$16,457 ","$16,479 ","$15,227 ","$14,745 ","$14,350 ","$13,233 ","$13,559 ",,,,"$17,878 ","$17,252 ","$16,461 ","$15,976 ","$17,021 ","$16,997 ","$16,720 ","$16,629 ","$16,629 ","$16,449 ","$16,536 ","$16,156 "
